,Map,Image No,Rpt No,Weekday,Date,Time,Veh Count,Involvement,Agency,Troop,County,City,Type,Severity,At Street,On Street,Light Cond,Injured,Killed,Injury
2194,Mapped,'2120019932','2012174895 ',Mon,9/10/12,17:40:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST BROADWAY,Daylight,1,0,Disabling Injury
2195,Mapped,'2120023308','2012174975 ',Mon,9/10/12,20:06:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST ELLETA BLVD,CST RANGELINE,Dark-Lighted,1,0,Probably Injury (Not Apparent)
2196,Mapped,'2120022405','2012175199 ',Tue,9/11/12,9:03:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,PVT MICK DEAVER MEM DR,CST PROVIDENCE RD,Daylight,1,0,Probably Injury (Not Apparent)
2197,Mapped,'2120020215','2012175387 ',Tue,9/11/12,13:56:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,1,0,Evident Injury (Not Disabling)
2198,Mapped,'0120076026','201200037389 ',Tue,9/11/12,18:18:00,2,Pedalcyclist,University of MO (columbia),F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,MO 763,CST UNIVERSITY AVE,Daylight,1,0,Evident Injury (Not Disabling)
2199,Mapped,'0120076027','201200037441 ',Wed,9/12/12,7:49:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ASHLAND RD,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
2200,Mapped,'2120019679','2012176509 ',Thu,9/13/12,7:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 163,CST GREEN MEADOWS RD,Daylight,1,0,Evident Injury (Not Disabling)
2201,Mapped,'2120022250','2012176511 ',Thu,9/13/12,7:55:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST NEWTON DR,CST LESLIE LN,Daylight,1,0,Evident Injury (Not Disabling)
2202,Mapped,'2120021917','2012176721 ',Thu,9/13/12,14:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,2,0,Probably Injury (Not Apparent)
2203,Mapped,'2120021917','2012176721 ',Thu,9/13/12,14:18:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,2,0,Probably Injury (Not Apparent)
2204,Mapped,'2120020115','2012178201 ',Fri,9/14/12,14:15:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TRIMBLE RD,CST CONLEY RD,Daylight,1,0,Probably Injury (Not Apparent)
2205,Mapped,'2120022407','2012177529 ',Fri,9/14/12,17:25:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT B,CST COLLEGE AVE,Daylight,1,0,Probably Injury (Not Apparent)
2206,Not Mapped,'0120076035','201200037984 ',Sat,9/15/12,17:56:00,2,Pedalcyclist,University of MO (columbia),F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,MO 740,PVT MICK DEAVER DR,Daylight,1,0,Evident Injury (Not Disabling)
2207,Mapped,'2120019936','2012178792 ',Sun,9/16/12,9:08:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 103938,IS 70,Daylight,1,0,Evident Injury (Not Disabling)
2208,Mapped,'2120021268','2012178815 ',Sun,9/16/12,9:45:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
2209,Mapped,'2120020320','2012179289 ',Mon,9/17/12,11:55:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,1,0,Probably Injury (Not Apparent)
2210,Mapped,'2120022036','2012179439 ',Mon,9/17/12,15:28:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,RP 7715,CST RANGELINE,Daylight,1,0,Disabling Injury
2211,Mapped,'2120020028','2012179767 ',Tue,9/18/12,7:25:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAUROT DR,CST ROLLINS RD,Daylight,1,0,Probably Injury (Not Apparent)
2212,Mapped,'0120076033','201200038377 ',Tue,9/18/12,14:02:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BOUCHELLE VE,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
2213,Mapped,'2120020321','2012180133 ',Tue,9/18/12,16:10:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Parked Motor Vehicle,Personl Injury,CST BROADWAY,CST RUSSELL BLVD,Daylight,1,0,Evident Injury (Not Disabling)
2214,Mapped,'0120076034','201200038416 ',Tue,9/18/12,19:30:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ASHLAND RD,MO 740,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2215,Not Mapped,'0120076014','201200038523 ',Wed,9/19/12,6:30:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST HITT ST,PVT HOSPITAL DR,Daylight,1,0,Probably Injury (Not Apparent)
2216,Mapped,'0120076013','201200038519 ',Wed,9/19/12,9:50:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELM ST,CST 5TH ST,Daylight,1,0,Evident Injury (Not Disabling)
2217,Mapped,'2120021334','2012181093 ',Wed,9/19/12,21:36:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST SIXTH ST,CST WILKES BLVD,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2218,Mapped,'2120020555','2012181495 ',Thu,9/20/12,13:37:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARIS RD,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
2219,Mapped,'2120022639','2012011032 ',Fri,9/21/12,7:39:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST FORUM BLVD,CST STADIUM,Daylight,1,0,Evident Injury (Not Disabling)
2220,Mapped,'2120021066','2012182104 ',Fri,9/21/12,11:23:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fell/Jumped from MV,Personl Injury,CST GRANT LN,CST SCOTT BLVD,Daylight,1,0,Disabling Injury
2221,Mapped,'2120020818','2012182895 ',Sat,9/22/12,11:53:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST TRAILSIDE DR,CST GRANT LN,Daylight,1,0,Evident Injury (Not Disabling)
2222,Mapped,'2120027129','2012183034 ',Sat,9/22/12,15:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BIG BEAR BLVD,CST RANGELINE,Daylight,1,0,Probably Injury (Not Apparent)
2223,Mapped,'2120023611','2012184748 ',Mon,9/24/12,17:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,IS 70,Daylight,2,0,Probably Injury (Not Apparent)
2224,Mapped,'2120023611','2012184748 ',Mon,9/24/12,17:30:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,IS 70,Daylight,2,0,Probably Injury (Not Apparent)
2225,Mapped,'2120026382','2012184498 ',Tue,9/25/12,10:07:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GILLESPIE BRIDGE,RT TT,Daylight,1,0,Probably Injury (Not Apparent)
2226,Mapped,'2120031144','2012185294 ',Wed,9/26/12,14:51:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WHITE GATE DR,RT B,Daylight,1,0,Probably Injury (Not Apparent)
2227,Mapped,'2120022159','2012185381 ',Wed,9/26/12,17:03:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MADISON ST,CST SEXTON RD,Daylight,1,0,Probably Injury (Not Apparent)
2228,Mapped,'2120021067','2012185742 ',Thu,9/27/12,7:41:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BETHEL ST,CST NIFONG BLVD,Daylight,2,0,Probably Injury (Not Apparent)
2229,Mapped,'2120021067','2012185742 ',Thu,9/27/12,7:41:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BETHEL ST,CST NIFONG BLVD,Daylight,2,0,Probably Injury (Not Apparent)
2230,Mapped,'2120022160','2012185913 ',Thu,9/27/12,11:34:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,US 63C,Daylight,1,0,Probably Injury (Not Apparent)
2231,Mapped,'2120022256','2012186205 ',Thu,9/27/12,17:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,CST STADIUM BLVD,Daylight,1,0,Probably Injury (Not Apparent)
2232,Not Mapped,'0120075780','20125075 ',Fri,9/28/12,1:00:00,2,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD OLIVET RD,CRD RICHLAND RD,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2233,Mapped,'2120022161','2012186770 ',Fri,9/28/12,12:28:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SEXTON RD,LP 70,Daylight,1,0,Evident Injury (Not Disabling)
2234,Mapped,'2120021068','2012186942 ',Fri,9/28/12,16:05:00,3,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,2,0,Probably Injury (Not Apparent)
2235,Mapped,'2120021068','2012186942 ',Fri,9/28/12,16:05:00,3,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Daylight,2,0,Evident Injury (Not Disabling)
2236,Mapped,'2120022163','2012187015 ',Fri,9/28/12,18:52:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Daylight,2,0,Evident Injury (Not Disabling)
2237,Mapped,'2120022163','2012187015 ',Fri,9/28/12,18:52:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Daylight,2,0,Evident Injury (Not Disabling)
2238,Mapped,'2120022164','2012187258 ',Sat,9/29/12,1:13:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST HERIFORD DR,RT B,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2239,Mapped,'2120023309','2012187511 ',Sat,9/29/12,10:49:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BELINDA CT,CST GREEN MEADOWS RD,Daylight,1,0,Disabling Injury
2240,Mapped,'2120022165','2012187513 ',Sat,9/29/12,11:00:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST WAUGH ST,CST BROADWAY,Daylight,1,0,Evident Injury (Not Disabling)
2241,Mapped,'2120021336','2012187903 ',Sat,9/29/12,22:26:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,MO 163,Dark-Lighted,2,0,Evident Injury (Not Disabling)
2242,Mapped,'2120021336','2012187903 ',Sat,9/29/12,22:26:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,MO 163,Dark-Lighted,2,0,Probably Injury (Not Apparent)
2243,Mapped,'2120024990','2012188230 ',Sun,9/30/12,14:16:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GRINDSTONE CREEK,CST OLD HWY 63,Daylight,1,0,Evident Injury (Not Disabling)
2244,Mapped,'2120022341','2012189482 ',Tue,10/2/12,15:05:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST AMERICAN PKWY,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
2245,Mapped,'2120025832','2012189545 ',Tue,10/2/12,16:23:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63C,IS 70,Daylight,1,0,Probably Injury (Not Apparent)
2246,Mapped,'2120023479','2012189590 ',Tue,10/2/12,17:42:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,CST LENOIR ST,CST NEW HAVEN RD,Daylight,1,0,Evident Injury (Not Disabling)
2247,Mapped,'2120023612','2012190237 ',Wed,10/3/12,17:43:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROGERS ST,CST RANGELINE,Daylight,1,0,Evident Injury (Not Disabling)
2248,Mapped,'2120025571','2012190904 ',Thu,10/4/12,16:02:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MC BAINE AVE,CST BROADWAY,Daylight,2,0,Disabling Injury
2249,Mapped,'2120025571','2012190904 ',Thu,10/4/12,16:02:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MC BAINE AVE,CST BROADWAY,Daylight,2,0,Disabling Injury
2250,Mapped,'2120023613','2012190940 ',Thu,10/4/12,17:10:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BEARFIELD RD,CST GRINDSTONE PKWY,Daylight,2,0,Evident Injury (Not Disabling)
2251,Mapped,'2120023613','2012190940 ',Thu,10/4/12,17:10:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BEARFIELD RD,CST GRINDSTONE PKWY,Daylight,2,0,Evident Injury (Not Disabling)
2252,Mapped,'2120024991','2012191219 ',Fri,10/5/12,0:34:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 163,CST LOCUST ST,Dark-Lighted,1,0,Probably Injury (Not Apparent)
2253,Mapped,'2120023310','2012192096 ',Sat,10/6/12,10:21:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Overturn,Fatal,ERM EAST IS 70 MILE 1318,IS 70,Daylight,1,1,Probably Injury (Not Apparent)
2254,Mapped,'2120023087','2012192352 ',Sat,10/6/12,18:42:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST DORSEY ST,CST BROADWAY,Daylight,1,0,Evident Injury (Not Disabling)
2255,Mapped,'2120023770','2012192433 ',Sat,10/6/12,20:37:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,CST GRINDSTONE PKWY,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2256,Mapped,'2120024053','2012192805 ',Sun,10/7/12,12:50:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST RANGELINE,CST BLUE RIDGE,Daylight,1,0,Probably Injury (Not Apparent)
2257,Mapped,'2120023088','2012192839 ',Sun,10/7/12,13:25:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FACE ROCK CT,CST CHAPEL HILL RD,Daylight,1,0,Probably Injury (Not Apparent)
2258,Mapped,'2120023480','2012192899 ',Sun,10/7/12,16:51:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST TENTH ST,CST BROADWAY,Daylight,1,0,Probably Injury (Not Apparent)
2259,Mapped,'2120023614','2012193163 ',Mon,10/8/12,6:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WACO RD,RT B,Daylight,2,0,Probably Injury (Not Apparent)
2260,Mapped,'2120023614','2012193163 ',Mon,10/8/12,6:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WACO RD,RT B,Daylight,2,0,Evident Injury (Not Disabling)
2261,Mapped,'2120022169','2012193834 ',Tue,10/9/12,10:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADFIELD DR,RT TT,Daylight,2,0,Probably Injury (Not Apparent)
2262,Mapped,'2120022169','2012193834 ',Tue,10/9/12,10:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADFIELD DR,RT TT,Daylight,2,0,Probably Injury (Not Apparent)
2263,Mapped,'2120023772','2012194513 ',Wed,10/10/12,11:49:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FIR PL,CST LAKEVIEW AVE,Daylight,1,0,Evident Injury (Not Disabling)
2264,Mapped,'2120023481','2012194531 ',Wed,10/10/12,12:15:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FORUM BLVD,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
2265,Mapped,'2120022259','2012194791 ',Wed,10/10/12,19:23:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BETHEL ST,CST NIFONG BLVD,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2266,Mapped,'2120023775','2012195909 ',Fri,10/12/12,14:41:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TENTH ST,CST WALNUT ST,Daylight,1,0,Evident Injury (Not Disabling)
2267,Mapped,'2120023615','2012196022 ',Fri,10/12/12,17:08:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,MO 763,Daylight,2,0,Evident Injury (Not Disabling)
2268,Mapped,'2120023615','2012196022 ',Fri,10/12/12,17:08:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,MO 763,Daylight,2,0,Evident Injury (Not Disabling)
2269,Mapped,'2120026746','2012197453 ',Sun,10/14/12,16:35:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VALENCIA DR,CST ALHAMBRA DR,Daylight,1,0,Disabling Injury
2270,Mapped,'2120024641','2012198093 ',Mon,10/15/12,19:08:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FELLOWS PL,CST ROCK QUARRY RD,Dark-Unlighted,1,0,Evident Injury (Not Disabling)
2271,Mapped,'2120025835','2012198661 ',Tue,10/16/12,15:50:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CREEKWOOD PKWY,CST CLARK LN,Daylight,1,0,Probably Injury (Not Apparent)
2272,Mapped,'2120030002','2012199297 ',Wed,10/17/12,10:17:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAY ST,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
2273,Mapped,'2120025962','2012199184 ',Wed,10/17/12,12:04:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST COLLEGE PARK,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
2274,Mapped,'2120025963','2012199311 ',Wed,10/17/12,16:19:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADFIELD DR,CST BROADWAY,Daylight,1,0,Probably Injury (Not Apparent)
2275,Mapped,'2120026747','2012199483 ',Wed,10/17/12,21:07:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST WORLEY ST,Dark-Lighted,3,0,Evident Injury (Not Disabling)
2276,Mapped,'2120026747','2012199483 ',Wed,10/17/12,21:07:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST WORLEY ST,Dark-Lighted,3,0,Evident Injury (Not Disabling)
2277,Mapped,'2120026747','2012199483 ',Wed,10/17/12,21:07:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST WORLEY ST,Dark-Lighted,3,0,Evident Injury (Not Disabling)
2278,Mapped,'2120027912','2012199926 ',Thu,10/18/12,14:59:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,IS 70,RP 279452,Daylight,1,0,Evident Injury (Not Disabling)
2279,Mapped,'2120027478','2012200917 ',Sat,10/20/12,0:28:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST GORDON ST,RT B,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2280,Not Mapped,'0120083126','20125519 ',Sun,10/21/12,0:30:00,1,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Railway Vehicle,Personl Injury,CRD BROWN SCHOOL RD,CRD CLEARVIEW RD,Dark-Unlighted,1,0,Evident Injury (Not Disabling)
2281,Mapped,'2120023778','2012201680 ',Sun,10/21/12,13:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,CST ROCK QUARRY RD,Daylight,1,0,Evident Injury (Not Disabling)
2282,Mapped,'2120024433','2012201875 ',Sun,10/21/12,21:10:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST WACO RD,RT B,Dark-Unlighted,1,0,Evident Injury (Not Disabling)
2283,Mapped,'0120082598','201200042506 ',Sun,10/21/12,23:23:00,3,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TENTH ST,CST ELM ST,Dark-Lighted,2,0,Evident Injury (Not Disabling)
2284,Mapped,'0120082598','201200042506 ',Sun,10/21/12,23:23:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TENTH ST,CST ELM ST,Dark-Lighted,2,0,Probably Injury (Not Apparent)
2285,Mapped,'2120023779','2012202193 ',Tue,10/23/12,12:59:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST EAST POINTE DR,MO 740,Daylight,1,0,Disabling Injury
2286,Mapped,'2120025837','2012203662 ',Wed,10/24/12,16:35:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,CST PROVIDENCE RD,Daylight,1,0,Evident Injury (Not Disabling)
2287,Mapped,'0120082602','201200042969 ',Thu,10/25/12,0:00:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROLLINS ST,MO 763,Dark-Lighted,1,0,Evident Injury (Not Disabling)
2288,Mapped,'2120024436','2012204444 ',Thu,10/25/12,17:36:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SPRING CRESS DR,CST MEXICO GRAVEL RD,Other,3,0,Probably Injury (Not Apparent)
2289,Mapped,'2120024436','2012204444 ',Thu,10/25/12,17:36:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SPRING CRESS DR,CST MEXICO GRAVEL RD,Other,3,0,Probably Injury (Not Apparent)
2290,Mapped,'2120024436','2012204444 ',Thu,10/25/12,17:36:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SPRING CRESS DR,CST MEXICO GRAVEL RD,Other,3,0,Probably Injury (Not Apparent)
2291,Mapped,'2120024057','2012204885 ',Fri,10/26/12,12:07:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
2292,Mapped,'2120024058','2012205173 ',Fri,10/26/12,18:52:00,6,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7724,IS 70,Dark-Lighted,1,0,Probably Injury (Not Apparent)
2293,Mapped,'0120082995','20125633 ',Fri,10/26/12,23:12:00,2,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Parked Motor Vehicle,Personl Injury,RT Z,CRD ST CHARLES RD,Dark-Unlighted,1,0,Probably Injury (Not Apparent)
2294,Mapped,'2120024992','2012206281 ',Sun,10/28/12,2:57:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST OLD HWY 63,CST BLUFF BLVD,Dark-Unlighted,2,0,Evident Injury (Not Disabling)
2295,Mapped,'2120024992','2012206281 ',Sun,10/28/12,2:57:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST OLD HWY 63,CST BLUFF BLVD,Dark-Unlighted,2,0,Evident Injury (Not Disabling)
