"","Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year","OBJECTID","District","SHAPE_Leng","SHAPE_Area","ColorFactor","color","geometry"
"1941",14830001,TRUE,"16796",0,1,5,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0368",1800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","51",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.42253742, 29.49947601)
"1942",14831972,FALSE,"16797",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"F ST",948,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","6",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.42698033, 29.4084783)
"1943",14832314,FALSE,"16797",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"NAVARRO ST",149,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49052129, 29.42218804)
"1944",14835062,TRUE,"16797",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN PEDRO AVE",6212,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","32",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49926231, 29.49326496)
"1945",14835291,TRUE,"16798",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"JUDSON RD",13000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","18",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2015,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.36115234, 29.56114494)
"1946",14835400,FALSE,"16798",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"FREDERICKSBURG RD",2152,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","25",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52673079, 29.46520499)
"1947",14838405,TRUE,"16798",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"FM1346",4500,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","28",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2015,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40556335, 29.42401505)
"1948",14836962,FALSE,"16799",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN PEDRO AVE",6800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49922231, 29.50199832)
"1949",14838716,FALSE,"16800",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ST MARYS ST",603,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49091844, 29.41954335)
"1950",14838891,TRUE,"16800",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W GRAYSON ST",103,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","29",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","December",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48190232, 29.44459497)
"1951",14839331,FALSE,"16800",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"FM2696",12575,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2015,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.51592032, 29.55651867)
"1952",14523395,TRUE,"16617",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"S ST MARYS ST",1100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","83",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48857232, 29.41286497)
"1953",14526618,TRUE,"16617",0,0,1,0,"N - NOT INJURED",0,0,1,"CEDARHURST DR",1498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","62",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2015,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.63826228, 29.38169498)
"1954",14524925,FALSE,"16618",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"INGRAM RD",6889,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.62632232, 29.46399162)
"1955",14524985,TRUE,"16619",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"BROADWAY ST",100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","18",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48797231, 29.42652497)
"1956",14532034,FALSE,"16621",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SL0013",810,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2015,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40559848, 29.41761313)
"1957",14527045,TRUE,"16625",0,0,2,0,"N - NOT INJURED",0,0,0,"W HILDEBRAND AVE",898,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","15",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50785231, 29.46646496)
"1958",14528267,TRUE,"16625",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"S ST MARYS ST",1498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48663232, 29.40694497)
"1959",14528544,FALSE,"16625",1,0,1,0,"K - FATAL INJURY",0,0,0,"WURZBACH RD",9102,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","51",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","July",2015,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.56647866, 29.52688859)
"1960",14535848,FALSE,"16625",1,0,1,0,"K - FATAL INJURY",0,0,0,"SS0536",3512,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","63",1,"B - BLACK","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","July",2015,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.48126181, 29.3544415)
"1961",14529947,FALSE,"16628",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"E PECAN ST",202,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","53",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49129084, 29.42862497)
"1962",14531734,TRUE,"16629",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"WALHALLA AVE",8000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2015,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.49724232, 29.34470499)
"1963",14532068,FALSE,"16629",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SONOMA",21192,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","7",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","July",2015,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.43485798, 29.63669894)
"1964",14533287,FALSE,"16629",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"JONES MALTSBERGER RD",8539,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","23",0,"B - BLACK","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48344676, 29.51692797)
"1965",14533532,TRUE,"16629",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"AVENUE B",600,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","47",0,"98 - OTHER","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48517232, 29.43184497)
"1966",14536898,TRUE,"16629",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"VANCE JACKSON RD",10900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","38",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.55268229, 29.54046495)
"1967",14535727,TRUE,"16630",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"NW LOOP 410",2900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","18",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.5398123, 29.50951496)
"1968",14537217,TRUE,"16631",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ST MARYS ST",1100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","44",0,"A - ASIAN","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48857232, 29.41286497)
"1969",14537489,TRUE,"16631",0,0,2,1,"C - POSSIBLE INJURY",0,1,0,"N FLORES ST",2298,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","27",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","July",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50379231, 29.44849497)
"1970",14537860,TRUE,"16632",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"MENEFEE BLVD",701,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5486123, 29.40230498)
"1971",14539042,TRUE,"16632",0,0,1,0,"N - NOT INJURED",0,0,1,"E BITTERS RD",1399,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","July",2015,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.47123231, 29.54947495)
"1972",14539696,TRUE,"16632",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"CULEBRA RD",8301,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.64811227, 29.46762497)
"1973",14540123,FALSE,"16633",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"WESTWOOD LOOP",10812,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.70935817, 29.49650395)
"1974",14540123,FALSE,"16633",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"WESTWOOD LOOP",10812,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.70935817, 29.49650395)
"1975",14541272,FALSE,"16635",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"BABCOCK RD",2401,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2015,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.58531427, 29.50541313)
"1976",14546125,FALSE,"16637",0,0,1,0,"N - NOT INJURED",0,0,1,"PECAN VALLEY DR",2516,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","1 - MALE","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","July",2015,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.4327329, 29.39751271)
"1977",14548185,FALSE,"16638",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN PATRICIO ST",1386,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","60",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52921574, 29.41817124)
"1978",14588121,TRUE,"16645",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"DEMPSEY DR",8012,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2015,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.59766229, 29.34939499)
"1979",14587378,FALSE,"16660",0,0,2,0,"N - NOT INJURED",0,0,0,"VISTA DEL NORTE",12733,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","25",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","August",2015,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.51311572, 29.5591783)
"1980",14587150,FALSE,"16661",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"DUGAS RD",9238,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","47",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2015,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.67981454, 29.43993557)
"1981",14588127,FALSE,"16661",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"N FLORES ST",2392,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","38",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50378297, 29.44907385)
"1982",14598416,FALSE,"16661",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"CULEBRA RD",3414,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","51",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5675553, 29.44925091)
"1983",14593027,FALSE,"16665",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W ASHBY PL",656,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","25",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50026656, 29.44913117)
"1984",14594869,FALSE,"16666",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"LIGHTSTONE DR",1102,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","17",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2015,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.50242684, 29.64430955)
"1985",14595015,FALSE,"16666",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W SALINAS ST",2421,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","6",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51991715, 29.43038575)
"1986",14597750,FALSE,"16666",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"STONEWALL BND",16,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","46",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2015,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.62836352, 29.64973134)
"1987",14608038,TRUE,"16666",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"E COMMERCE ST",199,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","43",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49145231, 29.42454497)
"1988",14597391,FALSE,"16667",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"GUADALUPE ST",3027,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","12",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53414675, 29.42019193)
"1989",14597394,TRUE,"16667",0,0,1,0,"N - NOT INJURED",0,0,1,"SAN PEDRO AVE",5798,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","45",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49925231, 29.48728496)
"1990",14598878,FALSE,"16668",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"FM0471",10940,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.70901239, 29.49578324)
"1991",14606129,TRUE,"16668",0,0,2,0,"N - NOT INJURED",0,0,0,"E BASSE RD",1098,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","56",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2015,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.46654232, 29.49736496)
"1992",14609878,TRUE,"16668",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BROADWAY ST",1998,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","25",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.47626232, 29.44446497)
"1993",14604281,FALSE,"16670",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"E COMMERCE ST",511,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48764669, 29.42371606)
"1994",14604282,FALSE,"16671",0,1,0,0,"A - SUSPECTED SERIOUS INJURY",1,2,0,"FREDERICKSBURG RD",104,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2015,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50419602, 29.44218973)
"1995",14604738,TRUE,"16672",0,0,2,1,"C - POSSIBLE INJURY",0,1,0,"NORTH DR",201,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","17",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2015,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.5313423, 29.46723496)
"1996",14608136,FALSE,"16673",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SW 36TH ST",997,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.57435067, 29.41189861)
"1997",14609706,TRUE,"16674",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"GUADALUPE ST",301,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50276231, 29.41726497)
"1998",14611097,TRUE,"16674",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"WURZBACH RD",3498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","16",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2015,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.62383228, 29.47071497)
"1999",14611477,TRUE,"16674",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"S GENERAL MCMULLEN DR",1101,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","38",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2015,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5563023, 29.41354498)
