Date and Time,Agency Name (Crash Level) ,Area: County,Area: City,Roadway (From Crash Report),Intersection Name (from Crash Report),KABCO Severity,Manner of Collision (Crash Level) ,First Harmful Event (Crash Level) ,SHSP Emphasis Areas,# of Fatalities (Person Table),# Serious Injuries,# Visible Injuries,# Complaint Injuries,# of Vehicles,Operator / Driver Contributing Factor -old,Roadway Contributing Factors (Crash Level) ,Weather Conditions (Crash Level),Surface Condition (Crash Level) ,Light Conditions (Crash Level),Latitude ,Longitude
11/6/18 16:04,Atlanta Police Department,Fulton,Atlanta,Myrtle,N Ave and Myrtle,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.777044,-84.379828
7/12/18 9:00,Atlanta Police Department,Fulton,Atlanta,Piedmont Ave,Linden Ave and Piedmont Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.769805,-84.385142
10/17/18 19:15,Dekalb Co Police Department,Fulton,Atlanta,Moreland Ave,Eastland Rd and Moreland Ave,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",1,0,0,0,1,,,Clear,Dry,Dark-Not Lighted,33.719418,-84.349493
6/12/18 18:50,Atlanta Police Department,Fulton,Atlanta,Venetian Dr,Graymont Dr and Venetian Dr,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian"",""Older Driver (55-64)""]",0,0,0,0,2,"[""No Contributing Factors"",""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.714567,-84.436556
5/25/18 2:31,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave Ne   Piedmont Ave,Piedmont Ave and Ponce De Leon Ave Ne   Piedmont Ave,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,0,1,0,2,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.772494,-84.381782
5/19/18 9:34,Atlanta Police Department,Fulton,Atlanta,Cleveland Ave,Beeler Dr and Cleveland Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Secondary Crash"",""Distracted Driver (Suspected)""]",0,0,0,0,1,No Contributing Factors,,Cloudy,Dry,Daylight,33.681153,-84.401175
9/17/19 13:50,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd Ne   Peachtree Battle Ave,Peachtree Battle Ave and Peachtree Rd Ne   Peachtree Battle Ave,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.819651,-84.388499
5/31/19 12:58,Atlanta Police Department,Fulton,Atlanta,N Ave,N Ave and Peachtree St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.771287,-84.384996
1/2/19 18:24,Atlanta Police Department,Fulton,Atlanta,Spring St,13Th St and Spring St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,2,"[""Changed Lanes Improperly"",""No Contributing Factors""]",,Rain,Wet,Dark-Lighted,33.785754,-84.38923
9/4/19 12:13,Atlanta Police Department,Fulton,Atlanta,Cleveland Ave,,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Older Driver (55-64)""]",0,0,0,0,1,"[""Disregard Other Traffic Control"",""Not Visible (Object, Person, or Vehicle)""]",,Clear,Dry,Daylight,33.681154,-84.401183
9/28/19 22:42,Atlanta Police Department,Fulton,Atlanta,Ralph D Abernathy Blvd,Windsor St and Ralph D Abernathy Blvd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,,,Cloudy,Wet,Dark-Lighted,33.736967,-84.398328
4/25/19 21:00,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd,Peachtree Rd and Peachtree Park Dr,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""Other"",""Other""]",,Rain,Wet,Dark-Lighted,33.812314,-84.392275
5/13/19 0:06,Atlanta Police Department,Fulton,Atlanta,Roswell Rd Ne   Ivy Pkwy,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.857967,-84.381352
5/31/19 0:23,Atlanta Police Department,Fulton,Atlanta,200 Edgewood Ave,Jesse Hill Jr Dr and 200 Edgewood Ave,Unknown,Head On,,Pedestrian,0,0,0,0,1,,,Clear,(None),Dark-Lighted,33.754436,-84.381012
10/1/19 6:24,Atlanta Police Department,DeKalb,Atlanta,Maynard Ter,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""Other"",""Reaction to Object or Animal""]",,Clear,Dry,Dark-Not Lighted,33.747453,-84.333233
8/24/19 18:42,Atlanta Police Department,Fulton,Atlanta,17Th St,17Th St and Spring St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.791951,-84.389257
10/8/19 16:50,Atlanta Police Department,Fulton,Atlanta,Peachtree St,6Th St and Peachtree St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.777347,-84.384418
9/27/19 1:04,Atlanta Police Department,Fulton,Atlanta,N Ave,N Ave and English Ave,(O) No Injury,Sideswipe-Opposite Direction,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.770074,-84.413489
4/2/19 13:27,Atlanta Police Department,Fulton,Atlanta,Spring St,Spring St and Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.797173,-84.388763
9/28/19 10:03,Atlanta Police Department,Fulton,Atlanta,Euclid Ave,Poplar Cir and Euclid Ave,Unknown,Angle (Other),,"[""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,2,"[""Improper Backing"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.761224,-84.354116
10/15/19 5:30,Atlanta Police Department,Fulton,Atlanta,Peachtree St Ne   25Th St,25Th St and Peachtree St Ne   25Th St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.801481,-84.392752
9/7/19 3:17,Atlanta Police Department,Fulton,Atlanta,Alco St,Alco St and Cheshire Bridge Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.817177,-84.352098
1/13/19 2:13,Atlanta Police Department,Fulton,Atlanta,22 E Andrews Dr,Cains Hl and 22 E Andrews Dr,(O) No Injury,(None),,Pedestrian,0,0,0,0,1,Improper Turn,,Rain,Wet,Dark-Lighted,33.843612,-84.379846
12/8/19 1:15,Atlanta Police Department,Fulton,Atlanta,Woodward Ave,King St and Woodward Ave,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Dark-Not Lighted,33.745632,-84.382708
2/13/19 16:31,Atlanta Police Department,Fulton,Atlanta,University Ave,University Ave and Metropolitan Pkwy,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.722173,-84.407868
8/29/19 22:50,Atlanta Police Department,Fulton,Atlanta,I 85,I 85 and I 7585,(O) No Injury,Angle (Other),,"[""Hit & Run"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.78933,-84.390813
8/14/19 3:29,Atlanta Police Department,Fulton,Atlanta,2420 Larchwood Rd,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Bicycle"",""Improper Occupant Protection""]",0,0,0,1,2,"[""Disregard Stop Sign/Signal"",""No Contributing Factors""]",,Clear,Wet,Dark-Lighted,33.747655,-84.466507
6/16/19 9:33,Atlanta Police Department,Fulton,Atlanta,Joseph E Boone Blvd Nw   Tazor St,Tazor St and Joseph E Boone Blvd Nw   Tazor St,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.763502,-84.420975
9/21/19 18:15,Atlanta Police Department,Fulton,Atlanta,425 10Th St,425 10Th St and Charles Allen Dr,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Hit & Run"",""Motorcycle"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.781774,-84.372796
1/11/19 11:52,Georgia Tech Police Department,Fulton,Atlanta,Fifith St,Fowler St and Fifith St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Roadway Departure"",""Pedestrian""]",0,0,0,0,1,"[""No Contributing Factors"",""Not Visible (Object, Person, or Vehicle)""]",,Clear,Dry,Daylight,33.776905,-84.3933
5/24/19 11:53,Atlanta Police Department,Fulton,Atlanta,2519 Chantilly Dr,,(O) No Injury,Not a Collision with Motor Vehicle,,Pedestrian,0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.823757,-84.350653
12/14/19 16:28,Atlanta Police Department,Fulton,Atlanta,806 Ralph D Abernathy Blvd Sw Krispy Kreme,,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian"",""Secondary Crash""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.738246,-84.414088
9/20/19 22:25,Atlanta Police Department,Fulton,Atlanta,Roswell Rd,Sardis Way and Roswell Rd,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.840605,-84.379342
10/19/19 20:01,Atlanta Police Department,Fulton,Atlanta,W Peachtree St,16Th St and W Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,Pedestrian,0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Rain,Wet,Dark-Lighted,33.789914,-84.387783
8/29/19 2:25,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy,I 285 and Donald Lee Hollowell Pkwy,(O) No Injury,Head On,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.787811,-84.494395
2/1/19 16:01,Atlanta Police Department,Fulton,Atlanta,E John Lewis Freedom Pkwy Ne   N Highlan Ave,N Highland Ave and E John Lewis Freedom Pkwy Ne   N Highlan Ave,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Older Driver (55-64)""]",0,0,0,0,2,,,Clear,Dry,Daylight,33.769145,-84.352528
11/18/19 15:48,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd,Miami Cir and Piedmont Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.827923,-84.367257
3/23/19 14:11,Atlanta Police Department,Fulton,Atlanta,2045 Donald Lee Hollowell Pkwy,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,1,"[""Other"",""Other""]",,Clear,Dry,Daylight,33.776738,-84.452143
4/23/19 17:53,Atlanta Police Department,Fulton,Atlanta,Argonne Ave,Argonne Ave and Ponce De Leon Ave,(O) No Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Bicycle""]",0,0,0,0,2,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.772554,-84.377695
2/28/19 14:49,Atlanta Police Department,Fulton,Atlanta,Collier Rd,Wycliff Rd and Collier Rd,(O) No Injury,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Rain,Wet,Daylight,33.80734,-84.395153
1/27/19 19:53,Dekalb Co Police Department,Fulton,Atlanta,Moreland Ave,Lynwyn Ln and Moreland Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Impaired (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Cloudy,Dry,Dark-Not Lighted,33.718329,-84.349504
2/20/19 20:31,Atlanta Police Department,Fulton,Atlanta,510 Whitehall St,Mcdaniel St and 510 Whitehall St,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired Driving (Confirmed)""]",1,0,0,0,1,,,Rain,Wet,Dark-Lighted,33.743575,-84.403983
2/14/19 3:40,Atlanta Police Department,Fulton,Atlanta,Pine St,Pine St and Piedmont Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.767734,-84.382486
10/18/19 14:55,Atlanta Police Department,Fulton,Atlanta,507 Elmwood Rd,,(O) No Injury,Angle (Other),,"[""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.769044,-84.438616
1/10/19 22:35,Georgia Tech Police Department,Fulton,Atlanta,N Ave,N Ave and Centenial Olympic Park,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Improper Occupant Protection""]",0,0,1,0,1,"[""Inattentive or Other Distraction (Distracted)"",""Inattentive or Other Distraction (Distracted)""]",,Clear,Dry,Daylight,33.771289,-84.392004
3/6/19 13:46,Atlanta Police Department,Fulton,Atlanta,850 Oak St Sw W End Mall,Lee St and 850 Oak St Sw W End Mall,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.738256,-84.415115
6/30/19 21:48,Atlanta Police Department,Fulton,Atlanta,Cleveland Ave,Waters Rd and Cleveland Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Impaired (Suspected)"",""Older Driver (55-64)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.680634,-84.390336
10/13/19 18:50,Atlanta Police Department,Fulton,Atlanta,Spelman Ln,Spelman Ln and Northside Dr,(O) No Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,"[""Improper Passing"",""No Contributing Factors""]",,Rain,Wet,Dark-Lighted,33.744351,-84.408363
2/11/18 2:59,Georgia Tech Police Department,Fulton,Atlanta,N Ave,N Ave and Techwood Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,1,0,1,Failure to Yield,,Clear,Wet,Dark-Lighted,33.771289,-84.392052
1/17/18 9:49,Atlanta Police Department,Fulton,Atlanta,Lenox Rd,Sr 400 and Lenox Rd,(O) No Injury,Sideswipe-Same Direction,,Pedestrian,0,0,0,0,2,No Contributing Factors,,Clear,Ice/Frost,Daylight,33.85252,-84.370299
10/11/18 0:00,Emory Police Department,DeKalb,Atlanta,Clairmont Rd,Starvine Way and Clairmont Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.798745,-84.307269
11/29/18 20:17,Atlanta Police Department,Fulton,Atlanta,100 10Th St,,Unknown,Not a Collision with Motor Vehicle,,Pedestrian,0,0,0,0,1,,,Clear,Dry,Dusk,33.781551,-84.389771
11/23/18 19:23,Atlanta Police Department,Fulton,Atlanta,857 Collier Rd Nw Have A Nice Day Cafe,,(K) Fatal Injury,Not a Collision with Motor Vehicle,,Pedestrian,1,0,0,0,1,,,Rain,Wet,Dusk,33.80979,-84.415995
10/15/18 19:47,Atlanta Police Department,Fulton,Atlanta,545 Lee St,Poole Pl and 545 Lee St,(O) No Injury,Angle (Other),,Pedestrian,0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,(None),Daylight,33.740024,-84.414376
2/3/18 19:00,Atlanta Police Department,Fulton,Atlanta,I 7585,I 85 and I 7585,Unknown,(None),,"[""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,1,No Contributing Factors,,(None),Dry,Dark-Not Lighted,33.789364,-84.390813
12/4/18 20:11,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy Nw   Woodlawn Ave,Woodlawn Ave and Donald Lee Hollowell Pkwy Nw   Woodlawn Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.771339,-84.435981
2/10/18 15:21,Atlanta Police Department,Fulton,Atlanta,W Peachtree St Ne Ivan Allen Jr Blvd,Ivan Allen Jr Blvd and W Peachtree St Ne Ivan Allen Jr Blvd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,0,0,1,No Contributing Factors,,Rain,Wet,Daylight,33.764697,-84.387517
1/23/18 15:28,Atlanta Police Department,Fulton,Atlanta,Lee St,Lee St and Ralph D Abernathy Blvd,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,No Contributing Factors,,Clear,Dry,Daylight,33.738246,-84.414086
2/2/18 9:37,Atlanta Police Department,Fulton,Atlanta,Peachtree St,25Th St and Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,0,0,1,No Contributing Factors,,Clear,Dry,Daylight,33.801479,-84.392752
12/17/18 18:14,Atlanta Police Department,Fulton,Atlanta,3534 Martin L King Jr Dr Sw S R 139,Howell Dr and 3534 Martin L King Jr Dr Sw S R 139,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.758239,-84.503543
10/9/18 20:56,Atlanta Police Department,Fulton,Atlanta,Peachtree St,14Th St and Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,Failure to Yield,,Cloudy,Dry,Dusk,33.786463,-84.383118
7/15/18 11:44,Atlanta Police Department,Fulton,Atlanta,12Th St Ne   Peachtree St,Peachtree St and 12Th St Ne   Peachtree St,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.784306,-84.383075
4/13/18 1:25,Atlanta Police Department,Fulton,Atlanta,Walker St,Peters St and Walker St,(A) Suspected Serious Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Motorcycle"",""Pedestrian"",""Improper Occupant Protection""]",0,1,0,0,2,No Contributing Factors,,Cloudy,Dry,Dark-Lighted,33.745735,-84.40366
10/14/18 13:25,Atlanta Police Department,Fulton,Atlanta,Courtland St Ne Andrew Young Blvd,Courtland St and Courtland St Ne Andrew Young Blvd,(O) No Injury,Head On,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,"[""Changed Lanes Improperly"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.759655,-84.384199
7/24/17 8:52,Atlanta Police Department,Fulton,Atlanta,N Ave Ne   Piedmont Ave,Piedmont Ave and N Ave Ne   Piedmont Ave,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Older Driver (55-64)""]",0,0,0,0,2,"[""Changed Lanes Improperly"",""No Contributing Factors"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.771286,-84.382742
4/12/18 18:11,Atlanta Police Department,Fulton,Atlanta,Walton St,Walton St and Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,No Contributing Factors,,Clear,Dry,Daylight,33.754993,-84.389323
7/4/18 21:27,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy Nw   I285 Expy,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.78727,-84.493722
6/7/18 14:40,Atlanta Police Department,DeKalb,Atlanta,299 Moreland Ave,Dekalb Ave and 299 Moreland Ave,(O) No Injury,Angle (Other),,"[""Hit & Run"",""Pedestrian""]",0,0,0,0,1,No Contributing Factors,,Clear,Dry,Daylight,33.760544,-84.348877
5/28/18 20:42,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy Nw  Atlanta In Pkwy,Atlanta Industrial Pkwy and Donald Lee Hollowell Pkwy Nw  Atlanta In Pkwy,(B) Suspected Minor/Visible Injury,Head On,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,1,0,1,Other,,Rain,Wet,Dark-Not Lighted,33.790517,-84.496606
